record_date,workshop_code,tce,co2_t,cost_yuan,unit_energy_kgce
2024-01-09,W02,21.721907797800004,56.958105573,70513.54000000001,71.66321181943249
2024-01-09,W03,22.945901046,51.9595133276,70509.14,253.65517787775946
2024-01-09,W04,3.0142762841999997,12.892470159,16939.42,0.6742896357044573
2024-01-09,W05,7.600246256,24.42197764,28782.45,1.0116498697409888
2024-01-09,W06,1.8064802859000002,7.615370451300001,10457.27,7.052706667837902
2024-01-09,W07,31.4011074841,54.55093657939999,87027.69,66.81442094600776
2024-01-09,W08,0.8006620994,3.4542991158,4625.4,0.0820231426851245
2024-01-10,W01,24.4125329842,57.4227717835,83374.26,95.5219039175177
2024-01-10,W02,22.074017772600005,57.0718804674,71719.4,76.62886640677073
2024-01-10,W03,22.3751316419,49.6121256535,66256.63,228.47853735691456
2024-01-10,W04,2.8457537423000003,12.100817287100002,16348.08,0.6649193481404013
2024-01-10,W05,8.4683229177,27.419359225100003,31661.6,1.1937924199468508
2024-01-10,W06,1.8817035273999998,7.9474190718,10756.480000000001,7.350117289949611
2024-01-10,W07,33.995487388300006,58.762804328099996,95499.62,59.822668037432855
2024-01-10,W08,0.8085910888,3.5046486216000003,4442.9800000000005,0.0825929749436955
2024-01-11,W01,23.590478531000002,55.16546790840001,79061.2,97.16532817243097
2024-01-11,W02,22.632491542100002,57.8838693858,71789.02,68.08525375615949
2024-01-11,W03,23.9916139798,53.712604845399994,70924.41,232.53095661587966
2024-01-11,W04,2.7237857759999997,11.573188263200002,15619.22,0.6009081786858489
2024-01-11,W05,7.8072853563,24.6305820834,29011.19,1.2994058861917166
2024-01-11,W06,1.7643686430999999,7.4057669517,9933.49,7.38448929640186
2024-01-11,W07,31.9665308718,55.5826108959,90285.54000000001,63.0809640807966
2024-01-11,W08,0.7337579903999999,3.1565968128,4156.47,0.07887857340502542
2024-01-12,W01,25.6423234283,59.3119476476,84681.01999999999,99.4516823741356
2024-01-12,W02,22.0513156274,57.1713356374,70951.68000000001,70.03352397639645
2024-01-12,W03,22.7751336993,51.4801392659,68732.53000000001,248.38464985658666
2024-01-12,W04,2.8106983803000003,11.987115153600001,15679.49,0.6497787094532489
2024-01-12,W05,7.7572890307,24.956576471,29386.36,1.2726733611516208
2024-01-12,W06,1.6579310102,6.9110311314,9343.57,6.446352721928231
2024-01-12,W07,33.730282341800006,58.2636501135,95172.31999999999,66.28871281839639
2024-01-12,W08,0.7285786682000001,3.1155819774,4175.25,0.07412927280371101
2024-01-13,W01,21.603782802,50.7941617265,74290.93,80.35148662158846
2024-01-13,W02,22.827370548799998,58.0825980821,72794.6,69.97002421125227
2024-01-13,W03,21.943133082600003,50.148001410199996,65062.56,218.96275053984473
2024-01-13,W04,1.8425107625,7.7590929886,10418.12,0.6898895406242405
2024-01-13,W05,5.3937537867,17.5123492732,20887.48,1.2864118481936104
2024-01-13,W06,1.2117537338999997,5.0861583873,6774.3,7.3683893507567495
2024-01-13,W07,34.523633797500004,59.499852342299995,97219.18999999999,65.69160883261249
2024-01-13,W08,0.5023892652999999,2.1460714071,2885.49,0.08336381254555945
2024-01-14,W01,20.632535824,49.0922686789,70461.98,79.09580350769585
2024-01-14,W02,19.3089375431,51.9311403426,64520.14,65.33642001380566
2024-01-14,W03,22.4644633537,50.292048628100005,67973.48000000001,221.14392520106713
2024-01-14,W04,0.9911504651999999,4.2061973393,5667.61,1.193876697884232
2024-01-14,W05,2.8061969473,9.0224808514,10846.65,2.15071824602306
2024-01-14,W06,0.5920696465999999,2.4829459062,3343.04,10.599739452530569
2024-01-14,W07,31.1485280774,54.1854632885,88893.9,61.33616381251317
2024-01-14,W08,0.2576712012,1.1168914884,1450.59,0.13604352675636933
2024-01-15,W01,22.9506209826,55.1086661374,79014.93000000001,90.86296091454362
2024-01-15,W02,21.0426649508,53.9565528574,67844.25,67.1521548861047
2024-01-15,W03,22.032030054400003,49.9502701368,66151.78,226.48522846275623
2024-01-15,W04,2.8816810854,12.269912408900002,16434.13,0.7039494383781868
2024-01-15,W05,7.6210873394,24.4905493119,29130.46,1.013636026693395
2024-01-15,W06,1.8718257738,7.9310035566,10660.71,6.6699179858678646
2024-01-15,W07,31.407778881600002,54.42900049039999,89153.87000000001,60.81510567705883
2024-01-15,W08,0.7939618423,3.4288643061,4429.34,0.07886578031109574
2024-01-16,W01,23.9471105477,56.84234075,81932.26,96.38991526203509
2024-01-16,W02,21.769133568100003,56.2972337035,72008.61,60.884336323413024
2024-01-16,W03,23.3158778821,52.3913040951,69492.72,250.7191479429223
2024-01-16,W04,2.7310304302,11.5548619528,14942.54,0.6694374753835557
2024-01-16,W05,8.0850453021,26.0803101765,30932.21,1.1646950708680925
2024-01-16,W06,1.7998301605,7.609823713500001,10029.470000000001,6.884374287113147
2024-01-16,W07,32.0109946696,55.6811624236,90276.34000000001,63.327790104079085
2024-01-16,W08,0.7481788691,3.2003405337000004,4268.39,0.0736835580078917
2024-01-17,W01,23.6645371117,54.491477410499996,80460.43,80.45632056580615
2024-01-17,W02,22.0574884797,56.784459455900006,70636.62,67.94027129828127
2024-01-17,W03,22.7271207995,51.7883204515,69510.12,240.31299418967362
2024-01-17,W04,2.8624067680000005,12.154017007,16432.870000000003,0.6819306826151923
2024-01-17,W05,7.6839430053,24.5822526053,29427.030000000002,1.0623466927646796
2024-01-17,W06,1.9028827457000002,7.9961380899000005,10699.95,7.400843762567236
2024-01-17,W07,31.505201530500003,54.72828715899999,89891.57,61.53383710580901
2024-01-17,W08,0.7497130473,3.2116085211,4252.43,0.07641592486479143
2024-01-18,W01,24.8866294748,56.780118979,82905.02,94.81632126398245
2024-01-18,W02,21.5783074376,55.77013720750001,68716.6,61.91535878891175
2024-01-18,W03,22.7824447465,51.6831182659,68171.49,234.693939061325
2024-01-18,W04,2.8046562917,11.977572403500002,16199.189999999999,0.6401177987793591
2024-01-18,W05,8.0348063084,25.3761191348,29762.82,1.2211109578771155
2024-01-18,W06,1.7564675847000002,7.410388662900001,9944.04,7.14037336609876
2024-01-18,W07,31.107283235300006,53.7310694361,88737.14,53.60237938032238
2024-01-18,W08,0.7810298133,3.3713723631000003,4336.2699999999995,0.0776134962929294
2024-01-19,W01,22.3082354936,53.485482712199996,75944.63,85.7494560709728
2024-01-19,W02,21.047383558099998,53.4926359889,67230.86,63.76024246475332
2024-01-19,W03,24.4751452121,54.325540647299995,73744.79000000001,261.1183503189946
2024-01-19,W04,2.8638588820999997,12.287824522300001,16496.78,0.6661890716579341
2024-01-19,W05,7.879241287799999,25.3011035967,30075.78,1.1583663180206962
2024-01-19,W06,1.7814359921,7.4561871747,10141.04,7.116606245980162
2024-01-19,W07,31.5862065052,54.647022276899996,88799.43000000001,55.02324964497989
2024-01-19,W08,0.7544027702999999,3.2549912421,4362.93,0.07626147585429421
2024-01-20,W01,21.770420018600003,52.128937591299994,74893.48999999999,85.97704697486692
2024-01-20,W02,21.5441570287,55.8981215848,69527.56999999999,64.363944708775
2024-01-20,W03,23.976684662100002,53.4581733583,72376.75,250.19758389352089
2024-01-20,W04,1.9238007816999998,8.1187040248,11142.74,0.679694834066978
2024-01-20,W05,5.633499618600001,18.0432408395,21188.629999999997,1.2755260016451537
2024-01-20,W06,1.3002326739,5.2644341673,7471.11,7.342089602073488
2024-01-20,W07,29.7189630195,51.79090989349999,84484.25,57.95124480477822
2024-01-20,W08,0.523522823,2.256488901,2920.4700000000003,0.09475335843931462
2024-01-21,W01,23.722028669500002,54.44187187400001,79914.76000000001,92.92843974074714
2024-01-21,W02,21.4223855153,55.118980487,69277.56,73.17713081705364
2024-01-21,W03,21.8466597319,49.4814584997,64085.509999999995,243.91688511153785
2024-01-21,W04,0.9491891128,4.0010961514,5466.070000000001,1.0607041189361102
2024-01-21,W05,2.7632919679000003,8.777284931599999,10421.14,2.044216372494842
2024-01-21,W06,0.5521867483,2.3254136481,3124.5,10.294885028991182
2024-01-21,W07,28.1469214913,49.197875902199996,79294.9,57.47284083958321
2024-01-21,W08,0.22547757759999998,0.9723295632000001,1243.69,0.11087727030878579
2024-01-22,W01,23.3254537872,54.3752100761,78855.41,90.61736628983007
2024-01-22,W02,21.542027187900004,56.333914560800004,70268.42,64.45463224193645
2024-01-22,W03,21.508562296700003,48.798830857300004,64327.21,213.49932299713134
2024-01-22,W04,2.8103827138,11.9669674754,16535.14,0.6630381588545771
2024-01-22,W05,7.8064871557,25.333448772799997,29652.25,1.1385542773555746
2024-01-22,W06,1.799758976,7.530149952,9962.09,7.424043824224598
2024-01-22,W07,32.415295370500004,55.8991947452,90579.33,68.10894678557698
2024-01-22,W08,0.8126056636000001,3.5264409252000006,4596.009999999999,0.08074289138616673
2024-01-23,W01,23.1292792645,55.0597897515,78290.68000000001,88.25644873869095
2024-01-23,W02,21.5179402378,56.89560775500001,71228.04,73.09678858942306
2024-01-23,W03,23.8225309383,53.328068127899996,70531.11,233.25008506848917
2024-01-23,W04,2.8348493509,12.1022112787,16382.220000000001,0.6325889550793344
2024-01-23,W05,7.707090678400001,24.631783899600002,29780.69,1.1428122932356304
2024-01-23,W06,1.8601469288999997,7.756388532300001,10819.11,6.9054691038077305
2024-01-23,W07,31.510492262899998,54.7332480825,91683.65000000001,58.97174839406961
2024-01-23,W08,0.8006813923,3.4520755161000007,4528.21,0.07603267461190337
2024-01-24,W01,23.3987598897,53.7358999251,77503.8,90.27682459402212
2024-01-24,W02,20.8093840366,54.5607804934,67703.6,60.13334345680155
2024-01-24,W03,24.255683647899996,54.069202092699996,72615.39,272.6797707542185
2024-01-24,W04,2.6922615188999997,11.486683835300001,15280.490000000002,0.5877215926100969
2024-01-24,W05,7.6149047016,24.5207236641,28989.64,0.9952295952965502
2024-01-24,W06,2.0193992866,8.5958775462,11204.85,6.939874174270152
2024-01-24,W07,31.136035549900004,54.2350617204,87883.35,55.40495887677679
2024-01-24,W08,0.8369999910999999,3.5971438677000003,4751.04,0.09416880124577336
2024-01-25,W01,23.9430691858,55.6716055367,78970.66,91.42100269875027
2024-01-25,W02,21.3883649658,55.5979592034,70325.44,57.9391821412318
2024-01-25,W03,22.6215171133,50.877917527099996,66778.65,248.06743114232765
2024-01-25,W04,2.8062423204,11.932388038500001,16119.240000000002,0.7030605598043426
2024-01-25,W05,7.8763742262,25.3103754282,30212.059999999998,1.0724657801770194
2024-01-25,W06,1.639335179,6.886435233000001,9500.03,6.125722321245072
2024-01-25,W07,32.670117498500005,56.4171750179,94146.87,67.36259481864538
2024-01-25,W08,0.783985258,3.384627846,4564.79,0.08152169531712483
2024-01-26,W01,23.455540100399997,53.9937215423,77961.20999999999,92.56731784094809
2024-01-26,W02,21.6034406961,55.6633736391,69665.62,75.12881390531105
2024-01-26,W03,22.0853532771,49.2730926963,65255.13,218.30806078227866
2024-01-26,W04,2.8449060815000005,12.146269204800001,15840.49,0.6463894563696571
2024-01-26,W05,7.971427295600001,25.6693842242,30361.38,1.2466892869134982
2024-01-26,W06,1.8766364792999999,7.9373880651,10620.05,8.19409613575929
2024-01-26,W07,33.2728335099,57.602496407100006,93477.58,58.54316730782428
2024-01-26,W08,0.7860075493,3.4125708351000004,4374.45,0.07442397009245622
2024-01-27,W01,23.9244363082,56.148987094800006,78917.69,99.91453841193741
2024-01-27,W02,21.3798466208,55.573722851199996,70031.98,70.54401978678263
2024-01-27,W03,23.1723476299,51.48898769589999,68019.90000000001,249.8905168758762
2024-01-27,W04,1.7545608515,7.3740844789,10156.789999999999,0.6970487204067491
2024-01-27,W05,5.3380057065,16.8781080881,20110.769999999997,1.117943009366166
2024-01-27,W06,1.1302816356999998,4.7178825999,6332.62,7.053195522648844
2024-01-27,W07,32.410383362400005,56.3647330621,90469.54000000001,63.68663512646787
2024-01-27,W08,0.5418041151999999,2.3502564864,3036.77,0.09477547849183235
2024-01-28,W01,24.0718441903,56.4601308064,80793.31,104.74626623747339
2024-01-28,W02,20.5261475727,52.7191183486,66020.69,68.45494756594152
2024-01-28,W03,23.043064528000002,51.380511556600005,68030.14,259.6401636957747
2024-01-28,W04,0.9284240078,3.9448450844000003,5412.86,1.1975986829850962
2024-01-28,W05,3.0571584245,10.0446486128,11719.35,2.4147980067298045
2024-01-28,W06,0.5491208222,2.3125197354,3113.4100000000003,10.595061013351856
2024-01-28,W07,30.865712647900004,53.4484925602,87852.31,59.21388764853489
2024-01-28,W08,0.22220667489999998,0.9572377143,1268.97,0.10138280481567544
2024-01-29,W01,23.488581218,55.6944930582,80260.94,87.17231849322694
2024-01-29,W02,21.4355611428,55.2992442745,67826.55,65.42173141870033
2024-01-29,W03,23.1647078812,52.2489531286,69957.1,221.76734365229046
2024-01-29,W04,2.8145422569,11.9775169246,16114.67,0.6936918385650886
2024-01-29,W05,7.8975843253999995,25.592760497900002,30655.98,1.2324477478008904
2024-01-29,W06,1.7285720672999998,7.1625328611,9880.21,6.520428317131961
2024-01-29,W07,31.1337803182,53.99765112549999,86389.65999999999,59.239250167821
2024-01-29,W08,0.7745319616999999,3.3036184419000003,4407.71,0.07577468090343563
2024-01-30,W01,23.4506817119,55.232898368499995,78355.1,95.22926118007757
2024-01-30,W02,20.860780783,53.6827452725,68693.34,69.30376831946313
2024-01-30,W03,23.1054189812,51.9102075308,70713.43,229.44121804911472
2024-01-30,W04,2.6442357503999996,11.2079194142,15160.38,0.7182193199525756
2024-01-30,W05,8.0380131329,26.1878495437,30182.17,1.1731659143899702
2024-01-30,W06,1.7879531233000003,7.458313253100001,10231.99,7.393429778356698
2024-01-30,W07,33.2923018879,57.793552614499994,94890.62,64.21246682630273
2024-01-30,W08,0.7820011533000001,3.3666959031000006,4393.139999999999,0.07594645737006353
2024-01-31,W01,22.9399509858,53.58903661939999,78256.06000000001,96.64990240529848
2024-01-31,W02,22.309558076200002,58.8913201807,73686.69,67.89440423443055
2024-01-31,W03,23.834010023100003,53.048636684899996,70272.44,259.9922552480583
2024-01-31,W04,2.5296879932,10.643796891800001,14294.82,0.5928587550024234
2024-01-31,W05,8.165276009500001,26.1156328106,31148.300000000003,1.2412974927702376
2024-01-31,W06,1.9837867525,8.4253983375,10998.17,7.499656931312543
2024-01-31,W07,31.121069991600002,54.39848880820001,87933.95999999999,64.19839342772978
2024-01-31,W08,0.7682657670999999,3.3096214197,4377.83,0.0776974407043911
2024-02-01,W01,21.723815692600002,50.360365703899994,70806.33,81.98285037587742
2024-02-01,W02,21.4944823936,55.267818652299994,69069.23999999999,69.38202639001418
2024-02-01,W03,21.471895497200002,48.7814068376,64233.17,223.00353634730232
2024-02-01,W04,2.6016841660999996,10.933035115900003,15284.79,0.6894367863416645
2024-02-01,W05,7.0478368849,22.702627359599997,26868.059999999998,0.9785620643055671
2024-02-01,W06,1.8429667409,7.738298616300001,10726.49,6.989194581854313
2024-02-01,W07,29.4926382244,51.597964692199994,84242.83,55.061176520534545
2024-02-01,W08,0.7273170142,3.1109853594000003,4090.85,0.06461703015598166
2024-02-02,W01,21.042890123900005,50.6452505692,71850.39,79.522665472101
2024-02-02,W02,19.3134029631,51.3479334775,62573.31999999999,58.074593498655894
2024-02-02,W03,23.136428562699997,51.4961921709,69400.35,249.43322871512353
2024-02-02,W04,2.5034219254,10.499698079099998,14292.439999999999,0.6304629042542903
2024-02-02,W05,7.5988896426000005,24.3339657594,28677.46,1.1247399979870132
2024-02-02,W06,1.6788309858,6.9958712406000005,9633.61,6.5055334989266145
2024-02-02,W07,30.591364491100002,53.08125293619999,87655.06,60.546386460500145
2024-02-02,W08,0.70927378,3.0208791,4056.5099999999998,0.08431557897569844
2024-02-03,W01,21.6515434164,50.8906445599,75442.61,83.97181004099393
2024-02-03,W02,19.916162028400002,51.541810027,63469.04,60.51852378179963
2024-02-03,W03,22.3261880499,50.7138884901,66551.03,249.07057330484838
2024-02-03,W04,1.8730560251999997,7.9210851231,10648.44,0.7302194706632478
2024-02-03,W05,5.180012388,16.625703820800002,19597.67,1.311849208612396
2024-02-03,W06,1.1326056993,4.6890733251,6354.39,6.974989064607312
2024-02-03,W07,29.8211476004,51.8843901641,83740.77,65.49017487619496
2024-02-03,W08,0.5108448988000001,2.1927875316000005,2852.23,0.08475945542356424
2024-02-04,W01,22.495083777699996,51.9305489061,75864.82,88.31610640176513
2024-02-04,W02,19.0259404023,50.4366890315,63725.03999999999,68.79174902213883
2024-02-04,W03,21.1931202579,47.7246457263,63800.3,248.95007938329613
2024-02-04,W04,0.9960286839,4.241090531000001,5760.32,1.3344972117046505
2024-02-04,W05,2.7573711980999995,8.8358010447,10561.71,2.10942534358655
2024-02-04,W06,0.5912666083,2.4822461481,3472.02,12.118105597229054
2024-02-04,W07,29.5919590493,51.401802515,85203.59,64.36448692197601
2024-02-04,W08,0.2230958959,0.9645888813000001,1271.29,0.10549072336002883
2024-02-05,W01,22.007576791400002,52.2363625295,75367.2,87.56864526774844
2024-02-05,W02,19.8634133397,51.8323439123,63119.479999999996,63.46848158643939
2024-02-05,W03,20.806199389699998,48.4305286549,63161.78,204.59613536393493
2024-02-05,W04,2.6734252229999997,11.2594613743,15175.74,0.6016184682570151
2024-02-05,W05,7.501408802600001,23.852636539,28400.420000000002,1.1523453662602572
2024-02-05,W06,1.8195798299,7.669754259299999,10559.679999999998,6.590603070408965
2024-02-05,W07,30.835966838300003,53.4370763212,88416.77,65.90670296918181
2024-02-05,W08,0.7935736277000001,3.4406843439000006,4488.61,0.08147870150298087
2024-02-06,W01,21.6180747213,51.5702054774,74361.88,91.10287585938059
2024-02-06,W02,20.5944925809,54.3024179805,68249.59,59.6136597549397
2024-02-06,W03,21.3610835191,48.2914483147,63034.57000000001,231.79516596060984
2024-02-06,W04,2.6054773301,11.023497624900001,15351.68,0.626776050547625
2024-02-06,W05,7.0269446773,22.516352415500002,26668.72,0.9480036961642446
2024-02-06,W06,1.5954727185000002,6.6272082195,8948.27,6.1367639738293605
2024-02-06,W07,30.201644690000006,52.35178272510001,84177.28,53.87119187980601
2024-02-06,W08,0.8193789279,3.5683961853000006,4670.39,0.08316634284009097
2024-02-07,W01,21.759760564700002,51.5013064488,74609.39,81.65227816377917
2024-02-07,W02,20.9682179445,54.057630179200004,66367.18,63.67821681132396
2024-02-07,W03,21.473811668200003,47.532768922200006,63229.85,228.15596923256732
2024-02-07,W04,2.6887802077999994,11.4227601109,15267.71,0.6316318147168383
2024-02-07,W05,7.146994884,22.895595376000003,26879.370000000003,1.0899735755566349
2024-02-07,W06,1.7579351542999997,7.388160650100001,9852.92,6.819543695568684
2024-02-07,W07,30.4989280934,52.82763206480001,87581.99,61.30265297740365
2024-02-07,W08,0.7611386338000001,3.2678885766000003,4194.25,0.0816642825039481
2024-02-08,W01,21.7097704259,49.691007106600004,71888.55,88.54228102132623
2024-02-08,W02,20.6498593152,53.2310460433,65145.67,67.07766547084618
2024-02-08,W03,21.8612193719,49.860089613899994,66316.93,213.76402561798412
2024-02-08,W04,2.6318874748,11.220608742200001,15045.29,0.700134306717693
2024-02-08,W05,7.258580702200001,22.7774794914,26931.42,0.9895559218234294
2024-02-08,W06,1.6994618321000001,7.0414650147,9543.47,6.571295349916285
2024-02-08,W07,28.961951405100002,50.51045361960001,82645.61,53.109037472906316
2024-02-08,W08,0.7448757625,3.2188444875,4167.42,0.07764942188442274
2024-02-09,W01,22.820650645500002,53.140021692999994,76699.15999999999,93.69621713540812
2024-02-09,W02,21.0830009486,53.6363165889,66389.55,62.56807449111321
2024-02-09,W03,22.1036691222,50.4068733224,67317.54000000001,222.3463109937532
2024-02-09,W04,2.5274852925,10.7193883478,14643.07,0.6150663271675465
2024-02-09,W05,7.3054545723,23.2441451826,27999.66,1.1362743830476234
2024-02-09,W06,1.7624816621,7.383359864700001,10061.439999999999,6.923829859007751
2024-02-09,W07,30.515499017899998,53.26710838969999,87117.17000000001,60.913313514090774
2024-02-09,W08,0.7248427506,3.0946268742000003,4096.02,0.06981166126929532
2024-02-10,W01,20.130540160099997,46.0161564633,68071.09,91.38158236196666
2024-02-10,W02,18.6545368122,48.118242084600006,60492.619999999995,60.61647006209646
2024-02-10,W03,21.0982938928,47.995080923399996,61878.19,246.01842247227697
2024-02-10,W04,0.6163923535,2.6389644368000003,3557.7999999999997,2.369172522408253
2024-02-10,W05,2.0027096118,6.3844419233,7713.25,4.511420102270679
2024-02-10,W06,0.33612694089999995,1.3951938963,1886.3999999999999,21.643718023180938
2024-02-10,W07,30.649746168600004,53.18651579409999,86440.56,67.30660701312105
2024-02-10,W08,0.123582051,0.526723377,694.42,0.201123674848403
2024-02-11,W01,20.129722942100003,47.7149990024,68331.63,85.45149379629748
2024-02-11,W02,18.7803679362,48.2178800494,59991.77,68.87909694671328
2024-02-11,W03,20.265746389300002,44.364880674700004,60256.07000000001,251.10582099596067
2024-02-11,W04,0.6182495835999999,2.6216238944000003,3458.97,2.7223791544656732
2024-02-11,W05,1.9822902792,6.356784686799999,7583.46,4.625154353471507
2024-02-11,W06,0.36297933060000004,1.5296096142000002,2042.33,23.847272229157088
2024-02-11,W07,30.807561400100003,53.4097100567,86656.07,65.71200336179444
2024-02-11,W08,0.1366180384,0.5922542688000001,767.57,0.2219147420622351
2024-02-12,W01,19.1355858292,44.8650035287,64569.369999999995,82.57315636507998
2024-02-12,W02,18.471275556400002,47.7459887434,59993.02,68.2841621124855
2024-02-12,W03,20.2665779402,45.932972183400004,60790.880000000005,242.23194535653673
2024-02-12,W04,0.5799353034999999,2.4558709640000003,3316.2999999999997,2.4520229479986297
2024-02-12,W05,2.0706469926,6.5658066289,7849.55,4.964092280731196
2024-02-12,W06,0.3450290356,1.4472868092000002,1949.2800000000002,22.115828190500608
2024-02-12,W07,28.977674041800004,50.2755653684,82402.65000000001,65.76732214230759
2024-02-12,W08,0.1391245257,0.5980924299,787.12,0.22679587193427178
2024-02-13,W01,20.8522723014,47.6882233834,68733.3,90.85601131720325
2024-02-13,W02,19.6368044013,50.718308130100006,64476.009999999995,71.78716395032573
2024-02-13,W03,21.183383752599998,46.728599455,62681.04,250.28810142965168
2024-02-13,W04,0.5961533347999999,2.5141659214,3480.3700000000003,2.41244328493501
2024-02-13,W05,1.9686253961,6.3183074328,7402.65,4.932785577438673
2024-02-13,W06,0.34650586349999996,1.4502814545,1995.34,21.81752068379297
2024-02-13,W07,28.298782984300004,49.1613739455,80571.21,59.524755337055026
2024-02-13,W08,0.1214628244,0.5180810508000001,679.9399999999999,0.19200026619539753
2024-02-14,W01,20.6438416822,48.3206646053,69708.27,84.33596431994313
2024-02-14,W02,18.8402607781,49.1603995044,61357.329999999994,69.35643996591126
2024-02-14,W03,20.7065422464,45.5339133254,61566.07,245.50689154158073
2024-02-14,W04,0.5791777773,2.4553310955000005,3280.4399999999996,2.318139082875051
