record_date,workshop_code,tce,co2_t,cost_yuan,unit_energy_kgce
2024-01-07,W05,2.9537,9.538,11269.87,2.16302
2024-01-07,W06,0.6055,2.569,3478.11,11.77716
2024-01-07,W07,33.4870,57.858,94245.66,67.75197
2024-01-07,W08,0.2454,1.056,1350.07,0.12796
2024-01-08,W01,22.8739,53.818,77068.69,87.73072
2024-01-08,W02,21.6857,56.869,71384.83,65.14309
2024-01-08,W03,23.8284,52.985,70766.85,259.97323
2024-01-08,W04,2.8102,11.918,16027.45,0.68195
2024-01-08,W05,7.4910,23.728,28477.30,1.13101
2024-01-08,W06,1.8064,7.575,10090.90,7.59200
2024-01-08,W07,31.3706,54.339,87579.21,59.42359
2024-01-08,W08,0.8390,3.618,4747.50,0.08278
2024-01-09,W01,23.2177,53.956,77743.66,93.47751
2024-01-09,W02,21.7219,56.958,70513.54,71.66321
2024-01-09,W03,22.9459,51.960,70509.14,253.65519
2024-01-09,W04,3.0143,12.892,16939.42,0.67429
2024-01-09,W05,7.6002,24.422,28782.45,1.01165
2024-01-09,W06,1.8065,7.615,10457.27,7.05271
2024-01-09,W07,31.4011,54.551,87027.69,66.81442
2024-01-09,W08,0.8007,3.454,4625.40,0.08202
2024-01-10,W01,24.4125,57.423,83374.26,95.52190
2024-01-10,W02,22.0740,57.072,71719.40,76.62886
2024-01-10,W03,22.3751,49.612,66256.63,228.47853
2024-01-10,W04,2.8458,12.101,16348.08,0.66492
2024-01-10,W05,8.4683,27.419,31661.60,1.19379
2024-01-10,W06,1.8817,7.947,10756.48,7.35012
2024-01-10,W07,33.9955,58.763,95499.62,59.82267
2024-01-10,W08,0.8086,3.505,4442.98,0.08259
2024-01-11,W01,23.5905,55.165,79061.20,97.16533
2024-01-11,W02,22.6325,57.884,71789.02,68.08526
2024-01-11,W03,23.9916,53.713,70924.41,232.53096
2024-01-11,W04,2.7238,11.573,15619.22,0.60091
2024-01-11,W05,7.8073,24.631,29011.19,1.29941
2024-01-11,W06,1.7644,7.406,9933.49,7.38449
2024-01-11,W07,31.9665,55.583,90285.54,63.08096
2024-01-11,W08,0.7338,3.157,4156.47,0.07888
2024-01-12,W01,25.6423,59.312,84681.02,99.45168
2024-01-12,W02,22.0513,57.171,70951.68,70.03353
2024-01-12,W03,22.7751,51.480,68732.53,248.38465
2024-01-12,W04,2.8107,11.987,15679.49,0.64978
2024-01-12,W05,7.7573,24.957,29386.36,1.27267
2024-01-12,W06,1.6579,6.911,9343.57,6.44635
2024-01-12,W07,33.7303,58.264,95172.32,66.28871
2024-01-12,W08,0.7286,3.116,4175.25,0.07413
2024-01-13,W01,21.6038,50.794,74290.93,80.35149
2024-01-13,W02,22.8274,58.083,72794.60,69.97002
2024-01-13,W03,21.9431,50.148,65062.56,218.96275
2024-01-13,W04,1.8425,7.759,10418.12,0.68989
2024-01-13,W05,5.3938,17.512,20887.48,1.28641
2024-01-13,W06,1.2118,5.086,6774.30,7.36838
2024-01-13,W07,34.5236,59.500,97219.19,65.69161
2024-01-13,W08,0.5024,2.146,2885.49,0.08336
2024-01-14,W01,20.6325,49.092,70461.98,79.09580
2024-01-14,W02,19.3089,51.931,64520.14,65.33642
2024-01-14,W03,22.4645,50.292,67973.48,221.14392
2024-01-14,W04,0.9912,4.206,5667.61,1.19388
2024-01-14,W05,2.8062,9.022,10846.65,2.15072
2024-01-14,W06,0.5921,2.483,3343.04,10.59973
2024-01-14,W07,31.1485,54.185,88893.90,61.33616
2024-01-14,W08,0.2577,1.117,1450.59,0.13604
2024-01-15,W01,22.9506,55.109,79014.93,90.86296
2024-01-15,W02,21.0427,53.957,67844.25,67.15216
2024-01-15,W03,22.0320,49.950,66151.78,226.48523
2024-01-15,W04,2.8817,12.270,16434.13,0.70395
2024-01-15,W05,7.6211,24.491,29130.46,1.01364
2024-01-15,W06,1.8718,7.931,10660.71,6.66992
2024-01-15,W07,31.4078,54.429,89153.87,60.81510
2024-01-15,W08,0.7940,3.429,4429.34,0.07887
2024-01-16,W01,23.9471,56.842,81932.26,96.38991
2024-01-16,W02,21.7691,56.297,72008.61,60.88434
2024-01-16,W03,23.3159,52.391,69492.72,250.71915
2024-01-16,W04,2.7310,11.555,14942.54,0.66944
2024-01-16,W05,8.0850,26.080,30932.21,1.16469
2024-01-16,W06,1.7998,7.610,10029.47,6.88437
2024-01-16,W07,32.0110,55.681,90276.34,63.32779
2024-01-16,W08,0.7482,3.200,4268.39,0.07368
2024-01-17,W01,23.6645,54.491,80460.43,80.45632
2024-01-17,W02,22.0575,56.784,70636.62,67.94027
2024-01-17,W03,22.7271,51.788,69510.12,240.31299
2024-01-17,W04,2.8624,12.154,16432.87,0.68193
2024-01-17,W05,7.6839,24.582,29427.03,1.06235
2024-01-17,W06,1.9029,7.996,10699.95,7.40084
2024-01-17,W07,31.5052,54.728,89891.57,61.53384
2024-01-17,W08,0.7497,3.212,4252.43,0.07642
2024-01-18,W01,24.8866,56.780,82905.02,94.81632
2024-01-18,W02,21.5783,55.770,68716.60,61.91536
2024-01-18,W03,22.7824,51.683,68171.49,234.69394
2024-01-18,W04,2.8047,11.978,16199.19,0.64012
2024-01-18,W05,8.0348,25.376,29762.82,1.22111
2024-01-18,W06,1.7565,7.410,9944.04,7.14037
2024-01-18,W07,31.1073,53.731,88737.14,53.60238
2024-01-18,W08,0.7810,3.371,4336.27,0.07761
2024-01-19,W01,22.3082,53.485,75944.63,85.74946
2024-01-19,W02,21.0474,53.493,67230.86,63.76024
2024-01-19,W03,24.4751,54.326,73744.79,261.11834
2024-01-19,W04,2.8639,12.288,16496.78,0.66619
2024-01-19,W05,7.8792,25.301,30075.78,1.15837
2024-01-19,W06,1.7814,7.456,10141.04,7.11661
2024-01-19,W07,31.5862,54.647,88799.43,55.02325
2024-01-19,W08,0.7544,3.255,4362.93,0.07626
2024-01-20,W01,21.7704,52.129,74893.49,85.97705
2024-01-20,W02,21.5442,55.898,69527.57,64.36394
2024-01-20,W03,23.9767,53.458,72376.75,250.19758
2024-01-20,W04,1.9238,8.119,11142.74,0.67969
2024-01-20,W05,5.6335,18.043,21188.63,1.27553
2024-01-20,W06,1.3002,5.264,7471.11,7.34209
2024-01-20,W07,29.7190,51.791,84484.25,57.95125
2024-01-20,W08,0.5235,2.256,2920.47,0.09475
2024-01-21,W01,23.7220,54.442,79914.76,92.92844
2024-01-21,W02,21.4224,55.119,69277.56,73.17714
2024-01-21,W03,21.8467,49.481,64085.51,243.91689
2024-01-21,W04,0.9492,4.001,5466.07,1.06070
2024-01-21,W05,2.7633,8.777,10421.14,2.04422
2024-01-21,W06,0.5522,2.325,3124.50,10.29489
2024-01-21,W07,28.1469,49.198,79294.90,57.47284
2024-01-21,W08,0.2255,0.972,1243.69,0.11088
2024-01-22,W01,23.3255,54.375,78855.41,90.61737
2024-01-22,W02,21.5420,56.334,70268.42,64.45463
2024-01-22,W03,21.5086,48.799,64327.21,213.49933
2024-01-22,W04,2.8104,11.967,16535.14,0.66304
2024-01-22,W05,7.8065,25.333,29652.25,1.13855
2024-01-22,W06,1.7998,7.530,9962.09,7.42404
2024-01-22,W07,32.4153,55.899,90579.33,68.10895
2024-01-22,W08,0.8126,3.526,4596.01,0.08074
2024-01-23,W01,23.1293,55.060,78290.68,88.25645
2024-01-23,W02,21.5179,56.896,71228.04,73.09679
2024-01-23,W03,23.8225,53.328,70531.11,233.25009
2024-01-23,W04,2.8349,12.102,16382.22,0.63259
2024-01-23,W05,7.7071,24.632,29780.69,1.14281
2024-01-23,W06,1.8601,7.756,10819.11,6.90547
2024-01-23,W07,31.5105,54.733,91683.65,58.97175
2024-01-23,W08,0.8007,3.452,4528.21,0.07603
2024-01-24,W01,23.3988,53.736,77503.80,90.27683
2024-01-24,W02,20.8094,54.561,67703.60,60.13334
2024-01-24,W03,24.2557,54.069,72615.39,272.67977
2024-01-24,W04,2.6923,11.487,15280.49,0.58772
2024-01-24,W05,7.6149,24.521,28989.64,0.99523
2024-01-24,W06,2.0194,8.596,11204.85,6.93987
2024-01-24,W07,31.1360,54.235,87883.35,55.40496
2024-01-24,W08,0.8370,3.597,4751.04,0.09417
2024-01-25,W01,23.9431,55.672,78970.66,91.42100
2024-01-25,W02,21.3884,55.598,70325.44,57.93918
2024-01-25,W03,22.6215,50.878,66778.65,248.06744
2024-01-25,W04,2.8062,11.932,16119.24,0.70306
2024-01-25,W05,7.8764,25.310,30212.06,1.07247
2024-01-25,W06,1.6393,6.886,9500.03,6.12572
2024-01-25,W07,32.6701,56.417,94146.87,67.36260
2024-01-25,W08,0.7840,3.385,4564.79,0.08152
2024-01-26,W01,23.4555,53.994,77961.21,92.56732
2024-01-26,W02,21.6034,55.663,69665.62,75.12881
2024-01-26,W03,22.0854,49.273,65255.13,218.30806
2024-01-26,W04,2.8449,12.146,15840.49,0.64639
2024-01-26,W05,7.9714,25.669,30361.38,1.24669
2024-01-26,W06,1.8766,7.937,10620.05,8.19409
2024-01-26,W07,33.2728,57.602,93477.58,58.54317
2024-01-26,W08,0.7860,3.413,4374.45,0.07442
2024-01-27,W01,23.9244,56.149,78917.69,99.91454
2024-01-27,W02,21.3798,55.574,70031.98,70.54402
2024-01-27,W03,23.1723,51.489,68019.90,249.89052
2024-01-27,W04,1.7546,7.374,10156.79,0.69705
2024-01-27,W05,5.3380,16.878,20110.77,1.11794
2024-01-27,W06,1.1303,4.718,6332.62,7.05320
2024-01-27,W07,32.4104,56.365,90469.54,63.68663
2024-01-27,W08,0.5418,2.350,3036.77,0.09478
2024-01-28,W01,24.0718,56.460,80793.31,104.74627
2024-01-28,W02,20.5261,52.719,66020.69,68.45495
2024-01-28,W03,23.0431,51.381,68030.14,259.64017
2024-01-28,W04,0.9284,3.945,5412.86,1.19760
2024-01-28,W05,3.0572,10.045,11719.35,2.41480
2024-01-28,W06,0.5491,2.313,3113.41,10.59505
2024-01-28,W07,30.8657,53.448,87852.31,59.21389
2024-01-28,W08,0.2222,0.957,1268.97,0.10138
2024-01-29,W01,23.4886,55.694,80260.94,87.17232
2024-01-29,W02,21.4356,55.299,67826.55,65.42173
2024-01-29,W03,23.1647,52.249,69957.10,221.76734
2024-01-29,W04,2.8145,11.978,16114.67,0.69369
2024-01-29,W05,7.8976,25.593,30655.98,1.23245
2024-01-29,W06,1.7286,7.163,9880.21,6.52043
2024-01-29,W07,31.1338,53.998,86389.66,59.23925
2024-01-29,W08,0.7745,3.304,4407.71,0.07577
2024-01-30,W01,23.4507,55.233,78355.10,95.22926
2024-01-30,W02,20.8608,53.683,68693.34,69.30377
2024-01-30,W03,23.1054,51.910,70713.43,229.44122
2024-01-30,W04,2.6442,11.208,15160.38,0.71822
2024-01-30,W05,8.0380,26.188,30182.17,1.17317
2024-01-30,W06,1.7880,7.458,10231.99,7.39343
2024-01-30,W07,33.2923,57.794,94890.62,64.21247
2024-01-30,W08,0.7820,3.367,4393.14,0.07595
2024-01-31,W01,22.9400,53.589,78256.06,96.64990
2024-01-31,W02,22.3096,58.891,73686.69,67.89440
2024-01-31,W03,23.8340,53.049,70272.44,259.99226
2024-01-31,W04,2.5297,10.644,14294.82,0.59286
2024-01-31,W05,8.1653,26.116,31148.30,1.24130
2024-01-31,W06,1.9838,8.425,10998.17,7.49966
2024-01-31,W07,31.1211,54.398,87933.96,64.19839
2024-01-31,W08,0.7683,3.310,4377.83,0.07770
2024-02-01,W01,21.7238,50.360,70806.33,81.98285
2024-02-01,W02,21.4945,55.268,69069.24,69.38203
2024-02-01,W03,21.4719,48.781,64233.17,223.00354
2024-02-01,W04,2.6017,10.933,15284.79,0.68944
2024-02-01,W05,7.0478,22.703,26868.06,0.97856
2024-02-01,W06,1.8430,7.738,10726.49,6.98920
2024-02-01,W07,29.4926,51.598,84242.83,55.06118
2024-02-01,W08,0.7273,3.111,4090.85,0.06462
2024-02-02,W01,21.0429,50.645,71850.39,79.52267
2024-02-02,W02,19.3134,51.348,62573.32,58.07459
2024-02-02,W03,23.1364,51.496,69400.35,249.43322
2024-02-02,W04,2.5034,10.500,14292.44,0.63046
2024-02-02,W05,7.5989,24.334,28677.46,1.12474
2024-02-02,W06,1.6788,6.996,9633.61,6.50553
2024-02-02,W07,30.5914,53.081,87655.06,60.54639
2024-02-02,W08,0.7093,3.021,4056.51,0.08432
2024-02-03,W01,21.6515,50.891,75442.61,83.97181
2024-02-03,W02,19.9162,51.542,63469.04,60.51852
2024-02-03,W03,22.3262,50.714,66551.03,249.07057
2024-02-03,W04,1.8731,7.921,10648.44,0.73022
2024-02-03,W05,5.1800,16.626,19597.67,1.31185
2024-02-03,W06,1.1326,4.689,6354.39,6.97499
2024-02-03,W07,29.8211,51.884,83740.77,65.49017
2024-02-03,W08,0.5108,2.193,2852.23,0.08476
2024-02-04,W01,22.4951,51.931,75864.82,88.31611
2024-02-04,W02,19.0259,50.437,63725.04,68.79175
2024-02-04,W03,21.1931,47.725,63800.30,248.95008
2024-02-04,W04,0.9960,4.241,5760.32,1.33450
2024-02-04,W05,2.7574,8.836,10561.71,2.10943
2024-02-04,W06,0.5913,2.482,3472.02,12.11811
2024-02-04,W07,29.5920,51.402,85203.59,64.36448
2024-02-04,W08,0.2231,0.965,1271.29,0.10549
2024-02-05,W01,22.0076,52.236,75367.20,87.56865
2024-02-05,W02,19.8634,51.832,63119.48,63.46848
2024-02-05,W03,20.8062,48.431,63161.78,204.59614
2024-02-05,W04,2.6734,11.259,15175.74,0.60162
2024-02-05,W05,7.5014,23.853,28400.42,1.15235
2024-02-05,W06,1.8196,7.670,10559.68,6.59060
2024-02-05,W07,30.8360,53.437,88416.77,65.90670
2024-02-05,W08,0.7936,3.441,4488.61,0.08148
2024-02-06,W01,21.6181,51.570,74361.88,91.10288
2024-02-06,W02,20.5945,54.302,68249.59,59.61366
2024-02-06,W03,21.3611,48.291,63034.57,231.79517
2024-02-06,W04,2.6055,11.023,15351.68,0.62678
2024-02-06,W05,7.0269,22.516,26668.72,0.94800
2024-02-06,W06,1.5955,6.627,8948.27,6.13676
2024-02-06,W07,30.2016,52.352,84177.28,53.87119
2024-02-06,W08,0.8194,3.568,4670.39,0.08317
2024-02-07,W01,21.7598,51.501,74609.39,81.65228
2024-02-07,W02,20.9682,54.058,66367.18,63.67822
2024-02-07,W03,21.4738,47.533,63229.85,228.15597
2024-02-07,W04,2.6888,11.423,15267.71,0.63163
2024-02-07,W05,7.1470,22.896,26879.37,1.08997
2024-02-07,W06,1.7579,7.388,9852.92,6.81954
2024-02-07,W07,30.4989,52.828,87581.99,61.30265
2024-02-07,W08,0.7611,3.268,4194.25,0.08166
2024-02-08,W01,21.7098,49.691,71888.55,88.54228
2024-02-08,W02,20.6499,53.231,65145.67,67.07766
2024-02-08,W03,21.8612,49.860,66316.93,213.76403
2024-02-08,W04,2.6319,11.221,15045.29,0.70013
2024-02-08,W05,7.2586,22.777,26931.42,0.98956
2024-02-08,W06,1.6995,7.041,9543.47,6.57130
2024-02-08,W07,28.9620,50.510,82645.61,53.10904
2024-02-08,W08,0.7449,3.219,4167.42,0.07765
2024-02-09,W01,22.8207,53.140,76699.16,93.69621
2024-02-09,W02,21.0830,53.636,66389.55,62.56807
2024-02-09,W03,22.1037,50.407,67317.54,222.34632
2024-02-09,W04,2.5275,10.719,14643.07,0.61507
2024-02-09,W05,7.3055,23.244,27999.66,1.13627
2024-02-09,W06,1.7625,7.383,10061.44,6.92383
2024-02-09,W07,30.5155,53.267,87117.17,60.91331
2024-02-09,W08,0.7248,3.095,4096.02,0.06981
2024-02-10,W01,20.1305,46.016,68071.09,91.38158
2024-02-10,W02,18.6545,48.118,60492.62,60.61647
2024-02-10,W03,21.0983,47.995,61878.19,246.01842
2024-02-10,W04,0.6164,2.639,3557.80,2.36917
2024-02-10,W05,2.0027,6.384,7713.25,4.51142
2024-02-10,W06,0.3361,1.395,1886.40,21.64372
2024-02-10,W07,30.6497,53.187,86440.56,67.30661
2024-02-10,W08,0.1236,0.527,694.42,0.20112
2024-02-11,W01,20.1297,47.715,68331.63,85.45149
2024-02-11,W02,18.7804,48.218,59991.77,68.87910
2024-02-11,W03,20.2657,44.365,60256.07,251.10582
2024-02-11,W04,0.6183,2.622,3458.97,2.72238
2024-02-11,W05,1.9823,6.357,7583.46,4.62515
2024-02-11,W06,0.3630,1.530,2042.33,23.84732
2024-02-11,W07,30.8076,53.410,86656.07,65.71200
2024-02-11,W08,0.1366,0.592,767.57,0.22191
2024-02-12,W01,19.1356,44.865,64569.37,82.57316
2024-02-12,W02,18.4713,47.746,59993.02,68.28416
2024-02-12,W03,20.2666,45.933,60790.88,242.23193
2024-02-12,W04,0.5799,2.456,3316.30,2.45202
2024-02-12,W05,2.0706,6.566,7849.55,4.96409
2024-02-12,W06,0.3450,1.447,1949.28,22.11583
2024-02-12,W07,28.9777,50.276,82402.65,65.76732
2024-02-12,W08,0.1391,0.598,787.12,0.22680
2024-02-13,W01,20.8523,47.688,68733.30,90.85601
2024-02-13,W02,19.6368,50.718,64476.01,71.78717
2024-02-13,W03,21.1834,46.729,62681.04,250.28809
2024-02-13,W04,0.5962,2.514,3480.37,2.41244
2024-02-13,W05,1.9686,6.318,7402.65,4.93278
2024-02-13,W06,0.3465,1.450,1995.34,21.81753
2024-02-13,W07,28.2988,49.161,80571.21,59.52475
2024-02-13,W08,0.1215,0.518,679.94,0.19200
2024-02-14,W01,20.6438,48.321,69708.27,84.33597
2024-02-14,W02,18.8403,49.160,61357.33,69.35644
2024-02-14,W03,20.7065,45.534,61566.07,245.50690
2024-02-14,W04,0.5792,2.455,3280.44,2.31814
2024-02-14,W05,1.9039,6.145,7423.51,4.69216
2024-02-14,W06,0.3497,1.466,2009.83,22.46211
2024-02-14,W07,27.7790,48.234,78827.54,59.18327
2024-02-14,W08,0.1302,0.558,736.29,0.21318
2024-02-15,W01,20.5475,47.978,70008.26,95.96937
2024-02-15,W02,19.4160,50.453,62744.73,66.62989
2024-02-15,W03,20.3631,45.857,60757.30,236.50289
2024-02-15,W04,0.6270,2.659,3632.17,2.35325
2024-02-15,W05,2.0439,6.653,7967.58,4.92689
2024-02-15,W06,0.3542,1.481,1981.38,21.46198
2024-02-15,W07,27.6508,48.100,78530.54,58.96618
2024-02-15,W08,0.1247,0.534,703.91,0.22533
2024-02-16,W01,19.8003,47.230,67509.15,88.73261
2024-02-16,W02,19.1501,49.334,62707.40,62.58991
2024-02-16,W03,19.9358,45.065,58764.85,235.92627
2024-02-16,W04,0.5914,2.495,3277.97,2.20119
2024-02-16,W05,2.0826,6.678,7932.89,4.91488
2024-02-16,W06,0.3376,1.408,1882.71,20.96888
2024-02-16,W07,28.6290,49.653,81639.62,60.90116
2024-02-16,W08,0.1232,0.529,684.18,0.22126
2024-02-17,W01,21.5067,51.119,74050.26,95.02850
2024-02-17,W02,18.2370,47.284,58813.58,65.35164
2024-02-17,W03,20.8894,47.236,62883.76,225.52462
2024-02-17,W04,0.5742,2.433,3212.66,2.27980
2024-02-17,W05,2.0398,6.508,7830.58,5.18033
2024-02-17,W06,0.3299,1.375,1866.85,22.65149
2024-02-17,W07,26.3950,45.846,74975.15,57.22061
2024-02-17,W08,0.1301,0.557,733.14,0.20077
2024-02-18,W01,20.7663,49.147,71210.94,82.24784
2024-02-18,W02,19.8002,51.702,65308.89,60.02208
2024-02-18,W03,18.8243,42.916,57087.03,196.90303
2024-02-18,W04,0.9020,3.829,5046.43,1.02771
2024-02-18,W05,2.7373,8.632,10141.57,2.03350
2024-02-18,W06,0.5501,2.329,3132.04,10.23786
2024-02-18,W07,29.9320,51.841,83056.55,63.58340
2024-02-18,W08,0.2140,0.916,1217.38,0.11509
2024-02-19,W01,23.8326,56.350,80631.07,107.27965
2024-02-19,W02,20.8427,53.102,66149.47,71.13113
2024-02-19,W03,22.7665,52.051,69686.13,237.74757
2024-02-19,W04,2.6850,11.385,15176.70,0.64046
2024-02-19,W05,7.7675,25.218,29950.34,1.16501
2024-02-19,W06,1.8089,7.640,10508.52,6.42475
2024-02-19,W07,28.7623,50.419,83847.17,55.01414
2024-02-19,W08,0.7274,3.121,4125.76,0.07049
2024-02-20,W01,23.8410,54.938,80331.09,85.87077
2024-02-20,W02,20.9729,54.911,67424.34,72.81182
2024-02-20,W03,21.3536,48.060,63747.44,221.73988
2024-02-20,W04,2.6052,11.002,14799.82,0.61683
2024-02-20,W05,7.4234,24.056,28548.67,1.17463
2024-02-20,W06,1.5956,6.591,9051.26,5.85144
2024-02-20,W07,30.4919,53.135,86766.86,60.58048
2024-02-20,W08,0.7244,3.101,3999.06,0.06943
2024-02-21,W01,22.0254,52.032,75272.01,82.59661
2024-02-21,W02,19.5888,50.533,62448.17,64.39085
2024-02-21,W03,22.5165,50.284,66926.38,247.49107
2024-02-21,W04,2.6784,11.324,15181.96,0.57762
2024-02-21,W05,7.4358,23.772,28193.15,1.08758
2024-02-21,W06,1.8599,7.806,10499.53,7.50897
2024-02-21,W07,29.0029,50.437,81005.62,53.69071
2024-02-21,W08,0.7640,3.267,4358.41,0.08002
2024-02-22,W01,22.0940,52.164,73178.40,85.76905
2024-02-22,W02,20.2899,53.139,66554.45,62.43053
2024-02-22,W03,21.5396,49.976,66892.06,221.74035
2024-02-22,W04,2.6177,11.007,14849.67,0.67877
2024-02-22,W05,7.4882,23.663,27969.73,1.05705
2024-02-22,W06,1.7402,7.337,9859.30,6.05908
2024-02-22,W07,31.5604,54.578,91481.00,60.20914
2024-02-22,W08,0.7298,3.129,4087.38,0.07340
2024-02-23,W01,22.1210,51.480,73147.40,89.57007
2024-02-23,W02,21.6919,56.241,68700.33,64.43704
2024-02-23,W03,22.7598,51.622,68926.20,223.49943
2024-02-23,W04,2.4798,10.438,14072.70,0.59836
2024-02-23,W05,7.1015,22.823,27276.14,0.97568
2024-02-23,W06,1.7725,7.446,9958.77,6.16546
2024-02-23,W07,30.7191,53.437,86350.43,61.79430
2024-02-23,W08,0.7794,3.359,4457.36,0.08068
2024-02-24,W01,20.3842,48.256,68911.47,75.19417
2024-02-24,W02,21.9813,56.391,70501.70,75.09669
2024-02-24,W03,22.6588,50.365,68414.19,246.94854
2024-02-24,W04,1.6686,7.034,9756.95,0.70296
2024-02-24,W05,4.9012,15.520,18478.29,1.20394
2024-02-24,W06,1.1700,4.928,6574.04,7.79661
2024-02-24,W07,30.9069,53.616,86018.87,62.81318
2024-02-24,W08,0.4877,2.083,2765.38,0.08861
2024-02-25,W01,20.3449,48.679,70037.62,90.48490
2024-02-25,W02,19.0914,50.434,62265.91,60.98851
2024-02-25,W03,19.1568,44.115,57465.37,221.74056
2024-02-25,W04,0.9539,4.051,5544.60,1.19901
2024-02-25,W05,2.9029,9.323,11064.75,2.02000
2024-02-25,W06,0.5483,2.304,3142.00,10.40281
2024-02-25,W07,31.5211,54.382,89699.69,66.58920
2024-02-25,W08,0.2273,0.977,1264.22,0.10696
2024-02-26,W01,22.0977,51.542,72468.70,87.32711
2024-02-26,W02,22.0350,58.283,72861.24,70.02170
2024-02-26,W03,20.5938,47.409,62848.33,211.75503
2024-02-26,W04,2.6048,10.874,14975.12,0.64108
2024-02-26,W05,7.8255,24.896,28894.38,1.15023
2024-02-26,W06,1.7088,7.110,9833.76,6.94499
2024-02-26,W07,30.4754,53.014,85235.07,54.59597
2024-02-26,W08,0.7598,3.262,4331.91,0.07775
2024-02-27,W01,21.7124,51.676,74946.54,85.29358
2024-02-27,W02,21.3224,55.860,69785.67,63.31988
2024-02-27,W03,22.3826,50.443,67427.03,227.77108
2024-02-27,W04,2.6526,11.110,15288.17,0.65564
2024-02-27,W05,7.1837,22.577,26501.96,0.98946
2024-02-27,W06,1.6970,7.043,9854.72,6.48417
2024-02-27,W07,32.5618,56.445,92244.60,66.80861
2024-02-27,W08,0.7786,3.383,4364.70,0.07742
2024-02-28,W01,20.5547,48.394,69663.33,81.37864
2024-02-28,W02,20.1159,52.019,64745.89,70.60077
2024-02-28,W03,22.4960,49.289,66180.34,245.25744
2024-02-28,W04,2.6559,11.168,15316.38,0.64228
2024-02-28,W05,7.5981,23.919,28636.90,1.17146
2024-02-28,W06,1.5970,6.555,9297.27,6.12036
2024-02-28,W07,30.5443,53.060,85862.44,59.69225
2024-02-28,W08,0.7302,3.128,4039.50,0.06814
2024-02-29,W01,21.9581,52.059,74147.56,83.85555
2024-02-29,W02,21.1273,54.873,68599.63,67.23133
2024-02-29,W03,21.4240,48.854,64264.77,218.59893
2024-02-29,W04,2.7746,11.742,16155.75,0.70293
2024-02-29,W05,7.6414,24.661,28877.17,1.15131
2024-02-29,W06,1.8520,7.774,10604.49,6.95909
2024-02-29,W07,30.3768,52.772,87313.02,55.99692
2024-02-29,W08,0.7704,3.300,4332.00,0.07995
